Identifier,Index,Chemical Name,Structure File,Coord Atoms,Freq,rsmd
SAQHAW,1,"3,4,8-trihydroxy-6-methoxy-3,4-dihydronaphthalen-1(2H)-one monohydrate",SAQHAW.mol,"[0, 2]",1,0.7777894020401456
EGIGAF,1,6-[bis(4-fluorophenyl)methyl]pyridin-2(1H)-one,EGIGAF.mol,"[2, 0]",1,0.7778097992933587
VORCOV,1,"2,2'-Bi(1H-imidazole) succinic acid",VORCOV.mol,"[0, 9]",1,0.7778112056750056
MFCBXA,1,3-Methyl-4-furoxancarboxamide,MFCBXA.mol,"[10, 11]",1,0.7778126364633753
SUZMOP,1,"(1S*,2S*,3R*)-2-(Ethoxycarbonyl)-1-(p-tolylthio)cyclohexan-3-ol",SUZMOP.mol,"[3, 1]",1,0.7778305411286799
JIQCAN,1,2-Aminopyrimidine indole-3-acetic acid,JIQCAN.mol,"[5, 6]",1,0.7778375999463544
AFUJAO,1,"2-Amino-4-phenyl-1,3-thiazol-3-ium 2-hydroxy-5-(phenyldiazenyl)benzoate",AFUJAO.mol,"[3, 4]",1,0.7778382979690832
YEGXAJ,1,6α-Hydroxyeurycomalactone,YEGXAJ.mol,"[20, 19]",1,0.7778406239486347
NEPNTH,1,"2,5-Dihydroxy-3,8-dimethoxy-7-methyl-1,4-naphthoquinone",NEPNTH.mol,"[12, 14]",1,0.7778598643838952
DOLBUC,1,"3-Pyridin-2-yl-1H-1,2,4-triazol-5-amine",DOLBUC.mol,"[0, 7]",1,0.7778801119726727
QISKUB,1,2-t-butyl-6-(hydroxymethyl)-4-methylphenol,QISKUB.mol,"[7, 0]",1,0.7778843949139025
KUZBUD,1,"N-[(4-Amino-5-thio-4,5-dihydro-1H-1,2,4-triazol-3-yl)methyl]-4-methylbenzamide",KUZBUD.mol,"[6, 1]",1,0.7779170382786446
KANQIZ,1,"3-Ethoxycarbonyl-2-phenyl-6-methoxycarbonyl-5,6-dihydro-4-pyridone",KANQIZ.mol,"[10, 23]",1,0.7779359179481249
MUHSUD,1,"2-(5-(2-Pyridyl)-1,2,4-triazol-3-yl)phenol 2-(3-(2-pyridyl)-1,2,4-triazol-5-yl)phenol bis(7,7,8,8-tetracyanoquinodimethane)",MUHSUD.mol,"[0, 18]",1,0.7779436214446791
WAYWIE,1,"1-(3,4-Dihydroxy-5-methyltetrahydrofuran-2-yl)-5-fluoropyrimidine-2,4(1H,3H)-dione",WAYWIE.mol,"[16, 7]",1,0.7779452823142885
DAWVAB,1,"butyl (aR)-3,6-dihydroxy-2-(2-hydroxynaphthalen-1-yl)benzoate",DAWVAB.mol,"[4, 7]",1,0.7779537937372377
PANGIV,1,N'-(2-Fluorobenzylidene)-2-(quinolin-8-yloxy)acetohydrazide methanol solvate,PANGIV.mol,"[6, 2]",1,0.7779809606703063
ATUQEN,1,"1-(6-hydroxy-9-methylnaphtho[1,2-f]quinoxalin-5-yl)ethanone",ATUQEN.mol,"[2, 0]",1,0.7780092082639919
IJAJIP,1,N'-[5-(4-methylphenyl)-2-oxofuran-3(2H)-ylidene]-2-(phenylamino)benzohydrazide,IJAJIP.mol,"[3, 6]",1,0.7780258591660802
XAGKUL,1,"5,2'-Dihydroxyflavone",XAGKUL.mol,"[7, 4]",1,0.7780298035653941
VUJZEF,1,1-Acetyl-7-methoxy-2-naphthol,VUJZEF.mol,"[2, 1]",1,0.7780510945274182
CAHSAH,1,"4-Amino-1-(3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)thieno[3,4-d]pyrimidin-2(1H)-one monohydrate",CAHSAH.mol,"[2, 4]",1,0.7780571124717854
BOCPEO,1,"3-Benzoyl-5,8-dihydroxy-2-phenyl-4H-1-benzopyran-4-one",BOCPEO.mol,"[1, 2]",1,0.778061453480681
KEWJIF01,1,"4-azido-1,2,5-thiadiazol-3-amine",KEWJIF01.mol,"[8, 5]",1,0.7780790271433221
GERNOJ,1,"3,7-dimethyl-4-phenylnaphthalene-1,2-dione",GERNOJ.mol,"[32, 33]",1,0.7780868153381276
VOZSEI,1,"2,3,7,8-Tetrahydroxythianthrene",VOZSEI.mol,"[3, 2]",1,0.778087688088137
ZAFXUD,1,"4,4'-(hydrazinediylidenedimethanylylidene)bis(benzene-1,3-diol) monohydrate",ZAFXUD.mol,"[9, 2]",1,0.7781066823314781
HAVPOM,1,"8-hydroxy-3a,9,11b-trimethyl-9-vinyl-3a,4,5,5a,8,9,10,11,11b,11c-decahydro-3H-benzo[c]furo[3,4-f]chromene-1,7-dione",HAVPOM.mol,"[4, 3]",1,0.778118136926837
XIJBOK,1,4-sulfamoylanilinium oxo[(4-sulfamoylphenyl)amino]acetate,XIJBOK.mol,"[4, 8]",1,0.7781580221324739
WUTFEX,1,"Methyl 4'-butyl-4-hydroxy-2,6-dimethyl-5-(2-phenylethyl)biphenyl-3-carboxylate",WUTFEX.mol,"[0, 1]",1,0.7781848806732954
KEFRAP,1,2-Hydroxybenzophenone,KEFRAP.mol,"[1, 0]",1,0.7781918999441543
GUTNIS,1,5-Nitrosalicylic acid,GUTNIS.mol,"[1, 3]",1,0.778196046503221
JAHGUU,1,(Z)-3-(2-Phosphonoethen-1-yl)pyridine-2-carboxylic acid,JAHGUU.mol,"[0, 8]",1,0.7781999495859159
MEHROH01,1,N-Benzylisatin,MEHROH01.mol,"[28, 27]",1,0.778211305737018
VAZYUS,1,"7-(2-Furyl)-3-((4-hydroxyphenyl)diazenyl)pyrazolo[1,5-a]pyrimidin-2-ol",VAZYUS.mol,"[6, 7]",1,0.778229168660446
FAKVOD,1,"2,3-bis(2-Hydroxy-3-methoxyphenyl)quinoxaline",FAKVOD.mol,"[6, 0]",1,0.7782582864435281
QOXPEZ,1,(5-Azido-1H-tetrazol-1-yl)-(6-(5-azido-1H-tetrazol-1-ylimino)-cyclohexenyl)amine,QOXPEZ.mol,"[22, 23]",1,0.7782793774111194
RAPNEC,1,"5,6,6a,7,8,8a-Hexahydro-6a,7-dihydroxy-13bH-indeno(2,1-c)phenanthren-9(13cH)-one hemihydrate",RAPNEC.mol,"[2, 0]",1,0.7782923675346162
OSOJUC,1,"Methyl 2-t-butyl-3-(2-(ethoxycarbonyl)-5-phenylpent-4-enoyl)-1,3-oxazolidine-4-carboxylate",OSOJUC.mol,"[0, 17]",1,0.7783076542114115
DADNEB,1,N-t-Butoxycarbonyl-L-prolyl-L-methionylglycine benzyl ester,DADNEB.mol,"[31, 26]",1,0.7783132651511641
KEQBUF,1,"6-(1,2-dihydroxy-3-methylpent-4-en-1-yl)-3-methyl-N,N-di(propan-2-yl)-2-(prop-2-en-1-yloxy)benzamide hexane solvate",KEQBUF.mol,"[0, 1]",1,0.7783304048770123
LATZEL,1,"endo-(5S*,6S*,11R*,12R*)-5,6,11,12-Tetrahydro-5,6-dihydroxy-4,11,12-trimethoxy-9,13,13-trimethyl-6,10-methano-8(7H)-benzocyclodecenone",LATZEL.mol,"[0, 1]",1,0.7783627812753099
QIWLEQ,1,2-hydroxy-N'-[(pyren-1-yl)methylidene]benzohydrazide,QIWLEQ.mol,"[5, 2]",1,0.7783693927828147
KUYBEM,1,"t-Butyl (5-acetyl-3,7-dioxo-6-phenyl-2-oxabicyclo[2.2.2]oct-1-yl)acetate",KUYBEM.mol,"[46, 45]",1,0.7783710140210154
JUPKUD,1,2-(2-hydrazinyl-2-oxoethyl)quinoline-4-carbohydrazide monohydrate,JUPKUD.mol,"[0, 5]",1,0.7784138494849456
ADALAS,1,"Cytosine (46,63-di-t-butyl-44,65-dimethyl-4,6(1,2)-dibenzena-1,3,2-dioxaphosphacyclohexaphane 2,2-dioxide) methanol solvate",ADALAS.mol,"[0, 3]",1,0.7784386354467521
ROJGIH,1,Melaminium melamine 2-acetylbenzoate dihydrate,ROJGIH.mol,"[14, 12]",1,0.7784678212987663
BUXLOW,1,Ethyl 10-ethyl-9-hydroxy-6-oxo-6H-benzo[c]chromene-8-carboxylate,BUXLOW.mol,"[0, 1]",1,0.7784875894757516
NUQDAF,1,"Isopropyl 3-(3,4-dihydroxyphenyl)-2-hydroxypropanoate",NUQDAF.mol,"[0, 2]",1,0.7784990746417334
HUBSEC,1,Disodium bis(hydrogen croconate) dihydrate,HUBSEC.mol,"[5, 7]",1,0.7785556197117702
EZOLOW,1,trospium chloride benzoic acid,EZOLOW.mol,"[0, 1]",1,0.7785618685041601
QIBCIO,1,benzo(f)phthalazin-1(2H)-one,QIBCIO.mol,"[11, 9]",1,0.7785948773383862
ERADEG,1,"Methyl 2-deoxy-2-azido-4,6-O-benzylidene-α-D-galactopyranoside",ERADEG.mol,"[1, 6]",1,0.7786143337069383
ICIQES,1,Methyl 1-hydroxy-3-methyl-4-phenyl-2-(prop-1-en-2-yl)cyclopentanecarboxylate,ICIQES.mol,"[38, 40]",1,0.7786455940195625
TAHHOC,1,"1-(7-Azido-1-(hydroxymethyl)-2,5-dioxabicyclo[2.2.1]hept-3-yl)pyrimidine-2,4(1H,3H)-dione",TAHHOC.mol,"[4, 13]",1,0.7786571047873938
ACICIY,1,3-Hydroxy-1-(3-imidazolylpropyl)-2-methyl-4-pyridinone dihydrochloride dihydrate,ACICIY.mol,"[0, 2]",1,0.7786699515473939
TUZKIL,1,"1-hydroxy-4-(1-(7-hydroxy-11a-methyl-2,3,3a,6,7,8,9,10,11,11a-decahydro-1H-cyclopenta[a]phenanthren-1-yl)ethyl)-5-methylhexan-2-one",TUZKIL.mol,"[2, 3]",1,0.7786965516475692
IQIYEN,1,"N-((Mesitylimino)(phenyl)methyl)-2,4,6-trimethylbenzamide",IQIYEN.mol,"[0, 22]",1,0.7787047906868693
ULERUY,1,"t-Butyl ((1R,2'S)-spiro(1,5-anhydro-D-galacitol-1,1'-cyclopropane)-2'-yl)carbamate",ULERUY.mol,"[5, 3]",1,0.7787248353143356
TIFQUU,1,"Dibenzyl pyridine-2,6-dicarboxylate",TIFQUU.mol,"[2, 0]",1,0.7787298064269427
TICYUZ,1,"(S),(E)-5-Methoxycarbonyl-2-triphenylmethylaminohex-4-en-4-olide",TICYUZ.mol,"[21, 8]",1,0.7787367230437188
XAKKAW,1,"endo,endo-2,3-Dihydroxy-3-(prop-2-enyl)-1,8,8-trimethylbicyclo(3.2.1)octane",XAKKAW.mol,"[2, 0]",1,0.7787499546887681
QEVNEK,1,"7,10-Di-t-butyl-2,5-dioxabicyclo(4.4.0)deca-1(10),6-diene-8,9-dione",QEVNEK.mol,"[0, 1]",1,0.7787514927153815
QIVYAY,1,"1-ethyl-3,5-bis[(2-hydroxyphenyl)carbamoyl]pyridin-1-ium tetrafluoroborate",QIVYAY.mol,"[8, 14]",1,0.7787625760573358
SANXEM,1,"Dimethyl 1-methyl-6-nitro-1,2-dihydro-3H-indole-3,3-dicarboxylate",SANXEM.mol,"[6, 0]",1,0.7787712771137297
MUSKAM,1,"3,7-Diazabicyclo(3.3.1)nonane-2,6-dione-1,5-dicarboxamide",MUSKAM.mol,"[1, 4]",1,0.7787794245467475
GUGFEW,1,"17α-methyl-5α-androstan-2α,3β-17β-triol monohydrate",GUGFEW.mol,"[0, 2]",1,0.7787878178861825
IHECUV,1,"3-(9,10-dihydroxy-2,7-dioxatricyclo[6.3.1.01,6]dodec-3-yl)-2-methylpropanenitrile",IHECUV.mol,"[0, 2]",1,0.7787941399043824
RIKVEP,1,"2-(6-hydrazinyl-1,2,4,5-tetrazin-3-yl)hydrazinium 5-(5-(1H-tetrazol-5-yl)-2H-1,2,3-triazol-4-yl)tetrazol-1-ide dihydrate",RIKVEP.mol,"[0, 4]",1,0.7788055793007519
NIKBAN,1,"3-(2-hydroxyphenyl)-6-methyl-7H-[1,2,4]triazolo[4,3-b][1,2,4]triazol-2-ium perchlorate hemihydrate",NIKBAN.mol,"[24, 17]",1,0.7788299295137118
ZIGCEX,1,"(S)-N-(1-Amino-3-methyl-2,5-dioxopyrrolidin-3-yl)benzamide",ZIGCEX.mol,"[16, 0]",1,0.7788375123636029
EDENIL,1,(E)-3-(4-Methoxyphenyl)acrylohydrazide,EDENIL.mol,"[0, 2]",1,0.7788924418804364
COYPEL,1,N-Salicyloylglycine,COYPEL.mol,"[4, 3]",1,0.7788941862192595
PILVIS,1,"t-butyl [2-(4-oxo-2-sulfanylidene-1,4-dihydroquinazolin-3(2H)-yl)ethyl]carbamate",PILVIS.mol,"[38, 32]",1,0.7788961448692255
NUKXAV,1,"{1-[(furan-2-yl)methyl]-1H-imidazol-5-yl}methyl 5-(furan-2-yl)-1,2-oxazole-3-carboxylate hemihydrate",NUKXAV.mol,"[10, 15]",1,0.7789111284810066
TYRTHM,1,Tyramine 1-thyminyl-(acetic acid) complex monohydrate,TYRTHM.mol,"[5, 3]",1,0.7789268774962963
BABGAP,1,"(2R,3S,4R,5R)-22-(7-Amino[1,2]thiazolo[4,3-d]pyrimidin-3-yl)-5-(hydroxymethyl)tetrahydrofuran-3,4-diol monohydrate",BABGAP.mol,"[8, 11]",1,0.7789295186178175
JUCQAB,1,3-(4-(Dimethylamino)phenyl)-3-hydroxy-1-(2-hydroxy-4-methylphenyl)prop-2-en-1-one,JUCQAB.mol,"[2, 0]",1,0.7789822444489102
URICAC02,1,Uric acid,URICAC02.mol,"[1, 7]",1,0.7789984591085866
RIHBUI,1,"3,3,5-trimethyl-1,9-dihydro-3H,7H-[1,3]dioxino[5,4-d]furo[3,4-b]pyridin-7-one",RIHBUI.mol,"[29, 1]",1,0.779045887726513
YOXHUR,1,"4-acetyl-3-(butan-2-yl)-3,8,9-trihydroxy-3,4-dihydroanthracen-1(2H)-one",YOXHUR.mol,"[3, 7]",1,0.7790464193923087
QUYGOH,1,(E)-4-Hydroxy-2-((2-hydroxyphenyl)iminiomethyl)phenolate,QUYGOH.mol,"[2, 0]",1,0.7790645693616354
IFUCUH,1,Eurycolactone F,IFUCUH.mol,"[51, 50]",1,0.7790701275460619
LIDQEV,1,6-fluoro-1-(β-D-ribofuranosyl)indole,LIDQEV.mol,"[0, 3]",1,0.7790847970064175
SIFCAM,1,"tetramethyl 1,3,4,6-tetramethyl-2,5-dioxooctahydropentalene-1,3,4,6-tetracarboxylate",SIFCAM.mol,"[0, 12]",1,0.7790868493714587
NESYOC,1,"20,22,23,25-tetrahydroxyergosta-4,6-dien-3-one",NESYOC.mol,"[3, 1]",1,0.7790959882922506
XAYWIF,1,8-Hydroxy-5-(hydroxymethyl)quinolin-1-ium chloride,XAYWIF.mol,"[0, 4]",1,0.7791407512112409
TOSXAD,1,"1-hydroxyoctahydro-2,5-methanopentalene-1-carboxylic acid",TOSXAD.mol,"[1, 3]",1,0.7791484878143322
TAHXIM,1,"6-(3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-3-(2-phenylethyl)-5,8-dihydropyrimido[4,5-c]pyridazin-7(6H)-one",TAHXIM.mol,"[2, 3]",1,0.7791618828268576
ACUGAG,1,"cis-(1S,2R)-3-((R)-methylsulfinylmethyl)cyclohexa-3,5-diene-1,2-diol",ACUGAG.mol,"[2, 6]",1,0.7791657716245194
MUXBIR,1,"(+)-2-((R)-5',5'-Dimethylcyclohex-2'-en-1'-yl)ethyl (S)-mandalate",MUXBIR.mol,"[2, 1]",1,0.7791782451589119
SEVLUA,1,"ent-13-Hydroxy-3α-methoxy-20-norgibberella-1,9,16-trien-7,19-dioic acid 7-methyl ester",SEVLUA.mol,"[2, 3]",1,0.7791871269729626
DAPRAQ07,1,"3-carboxy-N,N,N-trimethylanilinium iodide monohydrate",DAPRAQ07.mol,"[0, 2]",1,0.7791984304640907
MUTXAA,1,N4-Benzoyl-1-((L)-α-threofuranosyl)cytosine,MUTXAA.mol,"[21, 20]",1,0.7792483491440768
TBMOXL,1,bis(Di-t-butylmethyl)oxalate,TBMOXL.mol,"[59, 61]",1,0.7792491832197507
BIKWUQ,1,3-hydroxykopsan-22-one monohydrate,BIKWUQ.mol,"[2, 3]",1,0.7792569129653808
BONKOE03,1,"6-oxo-6,9-dihydro-1H-purin-7-ium nitrate hydrate",BONKOE03.mol,"[4, 0]",1,0.7792697119603845
TURNIF,1,8-Carboxyquinolin-1-ium-7-olate,TURNIF.mol,"[3, 0]",1,0.779305768084337
BICLUW,1,"5-(5-Azido-1H-1,2,4-triazol-3-yl)-3-nitro-1H-1,2,4-triazole dihydrate",BICLUW.mol,"[8, 2]",1,0.7793178733033135
FOKGUJ,1,"4-(1-methyl-1H-benzimidazol-3-ium-2-yl)-1H-1,2,3-triazole-5-carboxylate",FOKGUJ.mol,"[0, 4]",1,0.7793319015565805
UNOJAI,1,"5-Hydroxy-3,3',4',5',7-pentamethoxyflavone",UNOJAI.mol,"[6, 9]",1,0.7793377313796152
HAHHED01,1,"2-(3,4-dihydroxyphenyl)chromane-3,7-diol monohydrate",HAHHED01.mol,"[7, 5]",1,0.7793405890371242
PAHJUE,1,"(2SR,3RS,1'SR,2'SR,3'RS)-2,3-Dihydro-2-(2',3'-dihydro-1'-hydroxy-3'-phenyl-1H-inden-2'-yl)-3-phenylinden-1-one",PAHJUE.mol,"[1, 0]",1,0.7793410473015977
KIXPEN,1,"dimethyl (1'R,2'R,3a'R)-1,3-dioxo-1,1',2',3-tetrahydro-3a'H-spiro[indene-2,3'-pyrrolo[1,2-a]quinoline]-1',2'-dicarboxylate",KIXPEN.mol,"[3, 36]",1,0.7793512663645531
ZIKMOX,1,"4-(Acetoxymethyl)-6-azido-4-hydroxycyclohexane-1,2,3-triyl triacetate",ZIKMOX.mol,"[12, 0]",1,0.7793927704431487
MEWHED01,1,"3,4-Diaminobenzonitrile",MEWHED01.mol,"[0, 3]",1,0.7794037185910847
XODZIZ,1,cis-2-Azido-6-phenylcyclohexanone,XODZIZ.mol,"[0, 2]",1,0.7794134125901069
KERMUP,1,L-Leucine benzenesulfonate monohydrate,KERMUP.mol,"[4, 1]",1,0.7794270117259655
GAPBIL,1,"(1,4-dihydroxy-2-naphthyl)(4-methoxyphenyl)methanone",GAPBIL.mol,"[1, 2]",1,0.7794437830490986
NADMIO,1,"2-(2,3-Dihydroxy-1-oxobutyl)-2-ethyl-1,3-dithiane 1-oxide",NADMIO.mol,"[3, 4]",1,0.779448126000642
MUDYEP,1,"Dimethyl 4-benzamido-2-isopropyl-3-azapentane-1,5-dioate",MUDYEP.mol,"[7, 1]",1,0.7794494386226423
FIWYUF,1,"6,8-Dimethylpyrimido(5,4-e)1,2,4-triazine-5,7-dione",FIWYUF.mol,"[4, 0]",1,0.7794697693109496
JEMTUT,1,"7,8-dihydroxy-4-oxo-4H-chromene-2-carboxylic acid dihydrate",JEMTUT.mol,"[2, 4]",1,0.779477698785369
DOBBUS,1,"6,12-dioxo-6H,6bH-cyclobuta[1,2-c:3,4-c']dichromene-6a,12a(12H,12bH)-dicarboxylic acid",DOBBUS.mol,"[2, 1]",1,0.779481487083693
KHPHBZ10,1,Potassium hydrogen di(p-hydroxybenzoate) monohydrate,KHPHBZ10.mol,"[12, 13]",1,0.7794856848859192
DEZBOB,1,1H-Tetrazol-5-ylhydrazinium nitrate,DEZBOB.mol,"[0, 5]",1,0.7795019178643868
BANWUJ,1,"(R)-Methyl 2-(3-(4,4,5,5-tetramethyl-4,5-dihydro-1H-imidazolyl-1-oxy-3-oxide)-4-hydroxyphenoxy)propionate",BANWUJ.mol,"[1, 5]",1,0.7795220734098371
ELIGIP,1,"(1R*,5R*,6S*,7R*)-6,7-Dihydroxy-1-hydroxymethyl-2-oxa-bicyclo(3.2.0) heptan-3-one",ELIGIP.mol,"[2, 1]",1,0.7795224184160854
WEGNON,1,"Dimethyl 5,5'-(4-(dimethylamino)buta-1,3-diene-1,3-diyl)bis(1-phenyl-1H-1,2,3-triazole-4-carboxylate)",WEGNON.mol,"[6, 14]",1,0.7795621979556807
SIXKAO,1,tri-barium(ii) bis(cyanurate),SIXKAO.mol,"[1, 2]",1,0.7795706782048328
WAXXIC,1,"(1S,2R,3R,5S,6S)-6-t-Butyldimethylsilyloxy-9-bicyclo(3.3.1)nonane-2,3-diol",WAXXIC.mol,"[2, 1]",1,0.7795740218592297
MINHAV,1,"N-nitro[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-6-amine",MINHAV.mol,"[6, 3]",1,0.7795753943938664
TUHZIG,1,"2-(Hydroxymethyl)-6-(octyloxy)tetrahydro-2H-pyran-3,4-diol",TUHZIG.mol,"[3, 1]",1,0.7795904310360324
ELABEZ,1,"2-(1,2,3,4,5-Pentahydroxypentyl)-1,3-thiazolidin-3-ium-4-carboxylate monohydrate",ELABEZ.mol,"[12, 1]",1,0.7796077993913685
YOZGOM,1,"1-(1H-benzimidazol-2-yl)butane-1,2,3,4-tetrol methanol solvate hemihydrate",YOZGOM.mol,"[6, 8]",1,0.779610447508413
MRUBFN,1,"5,6-Dihydroxy-8-methoxy-2,9-dimethyl-4H-naphtho(2,3-b)pyran-4-one",MRUBFN.mol,"[5, 8]",1,0.7796157150055735
AHOXEC,1,3-(4-(dimethylamino)phenyl)-1-(2-hydroxy-5-methylphenyl)prop-2-en-1-one,AHOXEC.mol,"[1, 0]",1,0.7796621526055197
PSCYTD,1,Pseudo-isocytidine hydrochloride,PSCYTD.mol,"[11, 13]",1,0.7796652924406354
WOHRIV,1,5-(But-3-en-2yl)-2-pyrrolidone-5-carboxylic acid,WOHRIV.mol,"[2, 5]",1,0.7796902633584049
SEFFAL,1,"anti-1,5-dihydroxy-1-phenylhexan-3-one",SEFFAL.mol,"[2, 3]",1,0.7796935721092577
LABROV,1,"3,4,5-Trihydroxybenzohydroxamic acid monohydrate",LABROV.mol,"[0, 1]",1,0.77971566093608
JOMCOF,1,"2-Hydroxy-N'-(4-oxo-1,3-thiazolidin-2-ylidene)benzohydrazide",JOMCOF.mol,"[20, 23]",1,0.7797236217099576
MELAMI03,1,"2,4,6-Triamino-1,3,5-triazine",MELAMI03.mol,"[7, 5]",1,0.7797577093542685
WOMXOM,1,2-Hydroxy-6-pentadecylbenzoic acid,WOMXOM.mol,"[3, 0]",1,0.7797615671927195
QIBQIB01,1,"2,2-bis(Hydroxymethyl)butanoic acid",QIBQIB01.mol,"[6, 7]",1,0.7797734184393015
GOXQER,1,"11-hydroxy-11a-phenyl-11,11a-dihydro-13H-indeno[1',2':5,6]pyrido[2,1-a]isoindol-13-one",GOXQER.mol,"[2, 0]",1,0.7797735741431789
HUKLOR,1,"2,9,10-trihydroxy-3-methoxy-5,6,13,13a-tetrahydro-8H-isoquinolino[3,2-a]isoquinolin-8-one",HUKLOR.mol,"[4, 2]",1,0.7797803206224794
HORBUL02,1,"2,2'-[ethane-1,2-diylbis(azanylylideneeth-1-yl-1-ylidene)]diphenol",HORBUL02.mol,"[2, 0]",1,0.7798016590316086
RALSIJ,1,"2,2,6,6-tetramethylpiperidinium 5'-hydroxy-1,1',3,3'-tetramethyl-2,2',4',6,6'-pentaoxo-1,1',2,2',3,3',4',5',6,6'-decahydro-5,5'-bipyrimidin-4-olate",RALSIJ.mol,"[4, 0]",1,0.7798055320279634
HUBTON,1,"2,5-bis(2-Aminophenyl)pyrazine",HUBTON.mol,"[0, 1]",1,0.7798189870901089
KOYROF,1,2-Thionyltrifluoroacetone isonicotinyl hydrazone,KOYROF.mol,"[6, 5]",1,0.7798277008854051
EPAHIN,1,"5-(2-Furyl)-1,2-oxazole-3-carboxylic acid monohydrate",EPAHIN.mol,"[12, 14]",1,0.779829061674723
XOBPAI,1,"13a-ethyl-7,9-dihydroxy-2-(hydroxymethyl)-3,3,5-trimethyl-2,3-dihydro[1]benzoxepino[2,3,4-ef][1,4]benzodioxepin-8(13aH)-one",XOBPAI.mol,"[3, 4]",1,0.7798434524637556
GUZRUP,1,"Methyl 7,11-dihydroxy-4,4,14-trimethyl-3,15-dioxo-1,11-cyclochol-8-en-24-oate",GUZRUP.mol,"[5, 1]",1,0.7798459393399131
WOQXIL,1,"2-(hydroxycarbonoimidoyl)-4,6-dinitrophenol",WOQXIL.mol,"[8, 6]",1,0.7798605261396819
HEKWOL,1,"1,1'-(1,3-Phenylene)bis(3-pyridin-3-ylurea) dihydrate",HEKWOL.mol,"[10, 14]",1,0.7798633738833464
PINDUO,1,"5-Methyl-2,3-dihydroxybiphenyl",PINDUO.mol,"[0, 2]",1,0.7798856372389781
APOTIJ,1,"Methyl 3-hydroxy-1-methyl-9-phenyl-9,10-dihydrophenanthrene-4-carboxylate",APOTIJ.mol,"[0, 1]",1,0.7799019595415184
SOWLAS,1,Morusin hydroperoxide dimethylsulfoxide solvate,SOWLAS.mol,"[1, 2]",1,0.7799368827655343
FPRTOD10,1,9α-Fluorocortisol,FPRTOD10.mol,"[53, 54]",1,0.7799836567967283
XUHZEF,1,1-(3-C-Ethynyl-β-D-ribofuranosyl)cytosine,XUHZEF.mol,"[0, 2]",1,0.7800121527062465
PELHET,1,"2,7-Di-t-butyl-1H,6H-di-imidazo(1,5-b:1',5'-e)(1,2,4,5)tetrazine-1,3,6,8(2H,7H)tetrone",PELHET.mol,"[22, 10]",1,0.7800132383149352
BAFDIX,1,Methyl 5-phenyl-6-(2-oxy-2-phenylvinyl)-(1H)-pyridazinium-3-carboxylate,BAFDIX.mol,"[0, 3]",1,0.7800141690347616
DUKJAX,1,"2-[4-(benzyloxy)phenyl]-7-(4-methoxyphenyl)hexahydro-2H-pyrrolo[1,2-b][1,2]oxazine-5-carboxylic acid",DUKJAX.mol,"[36, 39]",1,0.7800173683049936
ETONIM,1,"2-phenylethyl 3-(3,4-dihydroxyphenyl)acrylate nicotinamide",ETONIM.mol,"[0, 1]",1,0.7800334014134886
YEBXIO,1,1-Phenacyl-3-hydroxy-4-hydroxyiminomethyl-5-hydroxymethyl-2-methylpyridinium bromide,YEBXIO.mol,"[1, 2]",1,0.7800664954327838
MGUOSM,1,2-N-Methylguanosine monohydrate,MGUOSM.mol,"[18, 20]",1,0.7800798556016633
XOFSOD,1,phenyl pyrazine-2-carboxylate,XOFSOD.mol,"[19, 21]",1,0.7800879423378698
HOMDUI,1,"4-Maleylamido-2,3-dimethyl-1-phenyl-5-pyrazolone",HOMDUI.mol,"[0, 6]",1,0.7801056851608181
CUSVIY,1,"1,3-dihydroxy-8-methoxyanthracene-9,10-dione monohydrate",CUSVIY.mol,"[0, 3]",1,0.7801095487253911
TIJJAX,1,3-Carboxy-5-(2-pyridinio)-6-(2-pyridyl)pyrazine-2-carboxylate,TIJJAX.mol,"[5, 3]",1,0.780113884729063
VADWAZ,1,"3α,4β-Dihydroxy-5β-androstan-17-one",VADWAZ.mol,"[15, 28]",1,0.7801451974514632
BUFCEM,1,"5-(piperidin-1-yl)[1,2,4]triazolo[1,5-a][1,3,5]triazin-7(6H)-one",BUFCEM.mol,"[8, 3]",1,0.7801531010936711
MIRYUI,1,(E)-5-Phenyl-N'-(1-phenylethylidene)-1H-pyrazole-3-carbohydrazide,MIRYUI.mol,"[1, 0]",1,0.7801683394466734
HAXLID,1,4-Fluoro-N-(pyridin-2-yl)benzamide,HAXLID.mol,"[16, 3]",1,0.7801993912750381
ZIVLAT,1,"2,6-dimethylquinolin-8-ol",ZIVLAT.mol,"[2, 0]",1,0.7802331518650745
AFOFEG,1,"1,4-bis(3'-(Pyridin-2''-yl)-1'H-1',2',4'-triazol-5'-yl)-2,5-dimethoxybenzene",AFOFEG.mol,"[15, 0]",1,0.7802858579947348
LOLXUH,1,((10-Hydroxybenzo[h]quinolin-9-yl)methylene)malononitrile,LOLXUH.mol,"[2, 0]",1,0.7803013874855314
ACETAE02,1,"2-(Acetoxymethyl)-6-azidotetrahydro-2H-pyran-3,4,5-triyl triacetate",ACETAE02.mol,"[7, 9]",1,0.7803249031062746
NIBQOH,1,"2,3,14-trihydroxycarda-4,20(22)-dienolide monohydrate",NIBQOH.mol,"[0, 2]",1,0.7803265456514181
