Identifier,Index,Chemical Name,Structure File,Coord Atoms,Freq,rsmd
ULIPUB,1,1-(5-[(E)-(4-Propylphenyl)diazenyl]-2-hydroxyphenyl)ethanone,ULIPUB.mol,"[37, 36]",1,0.747477471078995
XIFGUR,1,"(R,Z)-2-hydroxy-1-(1-hydroxy-3-methylbutan-2-yl)diazene 1-oxide",XIFGUR.mol,"[0, 6]",1,0.7474855697738076
VEFXIP,1,10-Hydroxy-10-(2-oxopentyl)phenanthren-9(10H)-one,VEFXIP.mol,"[6, 0]",1,0.7474939357631265
LELKAQ,1,"2,5-Dimethyl-3-oxo-N,N',1-triphenyl-2,3-dihydro-1H-pyrrole-2,4-dicarboxamide",LELKAQ.mol,"[11, 0]",1,0.7475010749925791
OYIBOP,1,trifluoromethanesulfonic acid urea,OYIBOP.mol,"[4, 2]",1,0.7475169083773536
BIVLAT01,1,"Naphtho(2,3-c)(1,2,5)thiadiazole-4,9-dione",BIVLAT01.mol,"[2, 1]",1,0.7475368413486851
SUVYUD,1,"6-Cinnamoyl-5-hydroxy-2,2,8,8-tetramethyl-2H,8H-benzo(1,2-b:3,4-b')dipyran",SUVYUD.mol,"[48, 46]",1,0.7475623248330302
IKAXAW,1,"dimethyl 2,5-diaminobenzene-1,4-dicarboxylate",IKAXAW.mol,"[0, 16]",1,0.7475708550364735
FAWKEV,1,anti-t-Butyl 3-fluoro-2-hydroxy-4-phenylbutanoate,FAWKEV.mol,"[1, 3]",1,0.74757608060423
DALXIY,1,"Ethyl 2-(acetylamino)-4-(2-hydroxyphenyl)-6-oxo-1,4,5,6-tetrahydropyridine-3-carboxylate",DALXIY.mol,"[16, 0]",1,0.7475889266472414
HAZGOE,1,Glyoxal bis(amidinohydrazone) hydrochloride monohydrate,HAZGOE.mol,"[4, 1]",1,0.7475892285226972
WIXLEW,1,"Dimethyl 3-(trifluoromethyl)-1H-pyrazole-4,5-dicarboxylate",WIXLEW.mol,"[5, 7]",1,0.7475897301412259
WIGQAG,1,"5,7-Dihydroxy-2-(3-hydroxy-4,5-dimethoxyphenyl)-6-methoxy-4H-chihromen-4-one",WIGQAG.mol,"[1, 2]",1,0.7475904231111948
CAXZEG,1,"5-[2-Ethoxy-5-(4-methylpiperazin-1-yl-sulfonyl)phenyl]-2-methyl-3-propyl-6,7-dihydro-2H-pyrazolo[4,3-d]pyrimidin-7-one",CAXZEG.mol,"[5, 3]",1,0.747609083686668
NADRHC,1,Noradrenaline hydrochloride,NADRHC.mol,"[22, 21]",1,0.7476091323431278
XUHDIQ,1,"anthra[1,2-d][1,2,3]triazine-4,7,12(3H)-trione monohydrate",XUHDIQ.mol,"[3, 1]",1,0.74761125821942
NEBSUL,1,1-(8-hydroxy-2-(2-hydroxypropyl)benzo[de]chromen-7-yl)ethanone,NEBSUL.mol,"[5, 3]",1,0.7476161669883129
CARNEO,1,"2-Acetamido-6α-methyl-6β-hydroxy-7β,8β-diacetoxy-9β-acetyl-3,4,5,6,7,8,9,10β-octahydro-quinazolin-4-one monohydrate",CARNEO.mol,"[12, 2]",1,0.7476235978045935
RIFZEL,1,"1,3,4-Thiadiazole-2-(2-(4-methoxybenzylidene) carboxamide hydrazone)",RIFZEL.mol,"[2, 4]",1,0.7476238742800202
KOCTUS,1,"(9,9'-Dibenzyl-9H,9'H-(6,6')bipurinyl-di-ium) dibromide",KOCTUS.mol,"[0, 28]",1,0.7476259902233241
PIKVUD,1,N'-(2-aminobenzoyl)pyridine-2-carbohydrazonamide,PIKVUD.mol,"[15, 19]",1,0.7476266855030099
ZASTOE,1,"2,2'-(1,2,4,5-tetrazine-3,6-diyl)dipyridinium dinitrate",ZASTOE.mol,"[0, 16]",1,0.7476388569497807
EDENIL,1,(E)-3-(4-Methoxyphenyl)acrylohydrazide,EDENIL.mol,"[0, 2]",1,0.7476416247795667
HEVKEY,1,Methyl c-4-(t-butyloxycarbonyl)amino-c-3-hydroxy-r-1-cyclohexanecarboxylate,HEVKEY.mol,"[11, 10]",1,0.7476443344388386
DENWOJ,1,"(2Z,4E)-5-(1,4-Dihydroxy-2,6,6-trimethylcyclohex-2-en-1-yl)-3-methylpenta-2,4-dienoic acid",DENWOJ.mol,"[0, 2]",1,0.7476639447303797
PECVAU,1,"2,4-Dimethylimidazol(1,5-a)pyrimidine-8-carboxamide",PECVAU.mol,"[0, 8]",1,0.747668580492431
YEVLUJ,1,"1-amino-6-hydroxy-4-phenyl-6-(trifluoromethyl)-5,6-dihydropyridin-2(1H)-one",YEVLUJ.mol,"[4, 6]",1,0.747679933231562
FETSEC,1,2-Amino-6-methylpyrimidin-4(1H)-one,FETSEC.mol,"[0, 6]",1,0.7476881268008722
DASVIC,1,Garveatin A triacetate,DASVIC.mol,"[26, 27]",1,0.7477031577150475
YAXQAS,1,"4,5-dihydro-1H-benzo[g]indole-2,3-dione",YAXQAS.mol,"[1, 0]",1,0.7477154337787688
AKAWIS,1,"4,4,5,5-tetramethyl-4,5-dihydro-1H,3'H-[2,4']-biimidazolyl-3-oxide",AKAWIS.mol,"[30, 20]",1,0.7477253525605
ELULUT,1,"Z-Ethyl 2-((carbamoylamino)methylene)-4,4,5,5,6,6,6-heptafluoro-3-oxohexanoate",ELULUT.mol,"[6, 4]",1,0.7477356756673728
ROMLIQ,1,"N',N''-(Pyridine-2,6-diyldimethylylidene)bis(4-nitrobenzohydrazide) dimethylsulfoxide solvate",ROMLIQ.mol,"[35, 41]",1,0.747743904218056
CAKMEJ,1,N'-(1-amino-3H-benzo[e]isoindol-3-ylidene)pyridine-2-carbohydrazide,CAKMEJ.mol,"[3, 0]",1,0.74774521924561
YIFSUC,1,"2-(5-(2,2-Dimethylpropanamido)-1H-pyrazol-3-yl)pyridinium chloride",YIFSUC.mol,"[34, 13]",1,0.7477454874460727
CANXOG,1,"N,N',2,2'-Tetrahydroxy-1,1'-binaphthalene-3,3'-dicarboxamide N,N-dimethylformamide solvate",CANXOG.mol,"[20, 18]",1,0.7477610682960818
QIWLAM,1,N'-[(anthracen-9-yl)methylidene]-2-hydroxybenzohydrazide methanol solvate monohydrate,QIWLAM.mol,"[5, 2]",1,0.7477659226009755
WIPVOG,1,"syn-4,4,9,9-Tetramethyl-1-oxacycloundecane-5,8-dihydroxy-6,7-dione",WIPVOG.mol,"[2, 4]",1,0.7477717947455401
EYOCOK,1,"Tetraphenylphosphonium 2,6-dicarboxyphenolate",EYOCOK.mol,"[3, 5]",1,0.7477740300578998
GIGJEL,1,"10,10-Diethoxy-9-exo-hydroxy-2-exo-methylamino-5-oxatricyclo(4.3.1.03,8)decane",GIGJEL.mol,"[11, 6]",1,0.7477924556758425
GEQXEI,1,"14-cyclopropyl-8-hydroxy-6-methoxy-6,7,7a,8-tetrahydro-3,6-methanoimidazo[2,1-e]acridine-1,2-dione",GEQXEI.mol,"[1, 2]",1,0.7478060957825967
AWITIL,1,"9-((5,7-dimethyl-2-oxo-2H-chromen-4-yl)methyl)-1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione",AWITIL.mol,"[15, 32]",1,0.7478093239862201
IDUZUC,1,L-Leucyl-L-phenylalanine hydrate,IDUZUC.mol,"[0, 2]",1,0.7478231290609211
EMANOW,1,N-(2-Methyl-2-sulfanylpropanoyl)-α-aminoisobutyric acid,EMANOW.mol,"[3, 2]",1,0.7478308744225483
KEWHAX,1,"1-amino-3-(2,4,6-trimethyl-3,5-dicyanophenyl)isoquinolinium chloride",KEWHAX.mol,"[43, 40]",1,0.747874445920531
FUMXEQ,1,"1,8-Dimethyl-7α-methoxy-10α-(triisopropylsilyloxy)-(2β)-12-oxatricyclo(6.3.1.02,7)dodecane-3β,4α-diol",FUMXEQ.mol,"[2, 4]",1,0.7478796358553504
WOZWAL,1,"4b,9b-Dihydroxy-7,7-dimethyl-5-phenyl-4b,5,6,7,8,9b-hexahydroindeno[1,2-b]indole-9,10-dione",WOZWAL.mol,"[0, 3]",1,0.7478854972546556
LOQTAM,1,Gossindane dihydrate,LOQTAM.mol,"[14, 13]",1,0.747902163924041
WAJQAC,1,"Dimethylammonium 5-(4-(1H-tetrazol-5-yl)-1H-1,2,3-triazol-5-yl)tetrazolate",WAJQAC.mol,"[4, 3]",1,0.7479298726494724
GIVWOA,1,"methyl 3-benzyl-1,6-dimethyl-12-oxo-1,2,3,4,6,11-hexahydro-5H-1,5-methanoazocino[4,5-b]indole-5-carboxylate",GIVWOA.mol,"[2, 0]",1,0.7479540078071675
DASTIA,1,"6-N,9(N)-Diacetyl-1(N)-methylisoguanine",DASTIA.mol,"[17, 2]",1,0.7479598873591854
NOFMOK,1,"1,4-bis(2-Aminobenzyl)-1,4-diazacyclohexane",NOFMOK.mol,"[5, 0]",1,0.7479607227915315
XEDLUQ,1,"2-(3,5-difluorophenyl)-N'-(4-hydroxybenzylidene)quinoline-4-carbohydrazide",XEDLUQ.mol,"[8, 2]",1,0.7479742335086611
YAHXOX,1,"tetra-n-butylammonium fluoride bis(1,3-bis(4-methylphenyl)urea)",YAHXOX.mol,"[10, 2]",1,0.7479831687747948
UVUMAA,1,"1-(5-Hydroxy-3,5-bis(trifluoromethyl)-4,5-dihydro-1H-pyrazol-1-yl)ethanone",UVUMAA.mol,"[8, 3]",1,0.7479895596759254
YUCPUJ,1,"2-(1,2-Dihydroxypropan-2-yl)-6,10-dimethylspiro[4.5]dec-6-en-8-one",YUCPUJ.mol,"[2, 1]",1,0.7479927279176302
IQICOB,1,Methyl 6-isobutyl-2-oxo-2H-pyran-3-carboxylate,IQICOB.mol,"[0, 2]",1,0.7479965067159262
CUZVAW,1,"7-hydroxy-4,6-diphenyl-3,4,6,7-tetrahydro-1H-pyrrolo[3,4-d]pyrimidine-2,5-dione dimethyl sulfoxide solvate",CUZVAW.mol,"[6, 1]",1,0.7480302786884026
CEPQOE,1,"Methyl 2-(2-(2-(1,3-dioxoisoindolin-2-yl)acetamido)-2-(pyridin-3-yl)acetamido)acetate",CEPQOE.mol,"[42, 37]",1,0.748035092600996
EHASIQ,1,"1-(9H-β-Carbolin-1-yl)-3-(4,8-dimethoxy-9H-β-carbolin-1-yl)propan-1-ol methanol solvate",EHASIQ.mol,"[5, 2]",1,0.7480472240591708
HPSANA,1,"6β,17β-Dihydroxy-6α-pentyl-4-nor-3,5-secoandrostan-3-oic acid",HPSANA.mol,"[1, 0]",1,0.7480545745470023
OLEZEL,1,"2,2,2-Trifluoro-1-(3,10,11-trihydroxy-2-methoxy-7,8-dihydrodibenzo[c,e]azocin-6(5H)-yl)ethanone",OLEZEL.mol,"[37, 35]",1,0.7480589203280181
TURNIF,1,8-Carboxyquinolin-1-ium-7-olate,TURNIF.mol,"[3, 0]",1,0.7480630318330364
FEHCAZ,1,"7,11,14-trihydroxy-11,20-epoxykaur-16-en-15-one methanol solvate",FEHCAZ.mol,"[0, 5]",1,0.7480710318568939
SURTIJ,1,"1,4a-Dimethyl-7-(2-methyl-2-oxiranyl)decahydro-1,8-naphthalenediol",SURTIJ.mol,"[40, 42]",1,0.7480945932889488
BREDIN,1,Bredinin monohydrate,BREDIN.mol,"[30, 23]",1,0.7481033411068425
GICPAJ,1,"12,18-Dihydroxy-4-methyl-4,8-secosenecionan-8,11,16-trione methanol solvate",GICPAJ.mol,"[23, 22]",1,0.7481096316128272
VIQCOQ,1,"(3R)-2,3-Dihydro-3-hydroxy-1H-phenanthren-4-one oxime",VIQCOQ.mol,"[2, 0]",1,0.7481263688088855
COQWOU01,1,"5-Amino-1-cyclopropyl-7-((3R,5S)-3,5-dimethylpiperazin-1-yl)-6,8-difluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid trihydrate",COQWOU01.mol,"[3, 8]",1,0.7481265959824923
GAJZOJ,1,"2-(3-(pentafluoroethyl)-1H-pyrazol-5-yl)-1,3-benzothiazole",GAJZOJ.mol,"[9, 6]",1,0.7481408248374628
KISSAI,1,N'-(4-t-Butyl-1-(1-cyclohexyl-1H-tetrazol-5-yl)cyclohexyl)benzohydrazide,KISSAI.mol,"[6, 1]",1,0.7481417617650308
TIPYAU,1,(S)-3-(2-Fluorophenyl)-3-phenylpropanoic acid,TIPYAU.mol,"[1, 3]",1,0.7481430421925789
IHORAA,1,"8-methyl-9H-spiro[benzo[7,8]chromeno[2,3-c]pyrazole-7,3'-indole]-2',5,6(1'H)-trione monohydrate",IHORAA.mol,"[38, 39]",1,0.7481431806534604
FAJKAG,1,"2,4,7a-trihydroxy-6,8,8,9-tetramethyl-2-(2-oxopropyl)-8,9-dihydro-1H-phenaleno[1,2-b]furan-1,3,7(2H,7aH)-trione",FAJKAG.mol,"[3, 10]",1,0.7481579427133861
TABDOS,1,Ethyl (5-(3-(1-(2-ethoxy-2-oxoethyl)-1H-tetrazol-5-yl)pyrazin-2-yl)-2H-tetrazol-2-yl)acetate,TABDOS.mol,"[21, 5]",1,0.7481590611216659
INUJUW,1,"tetrakis(1,2-Dihydro-2-oxo-5-pyridyl)silane tetrakis(isovaleric acid) clathrate",INUJUW.mol,"[0, 2]",1,0.7481625869206263
SEZGIQ,1,"ethyl 5-benzoyl-4-phenyl-1,3-oxazole-2-carboxylate",SEZGIQ.mol,"[14, 15]",1,0.7481632828385822
MUSNET,1,Ethyl 8-methyl-2β-hydroxy-3β-phenyl-8-azabicyclo(3.2.1)octane-6-exo-carboxylate,MUSNET.mol,"[3, 0]",1,0.7481716322167301
KIZGOS,1,"4-t-butyl-3-(3-phenyl-3-sulfanylbutanoyl)-1,3-oxazolidin-2-one",KIZGOS.mol,"[4, 0]",1,0.748183905481072
CIQFOZ,1,"1-(2-Hydroxy-6-methoxyphenyl)-3-(2,4,6-trimethoxyphenyl)prop-2-en-1-one",CIQFOZ.mol,"[1, 31]",1,0.7482117556497084
UCOLAC,1,(methyl(nitro)amino)acetyl azide,UCOLAC.mol,"[0, 4]",1,0.7482665700970886
IPOCDN,1,"4-Isopropyl-1,5-dimethylbicyclo(3.2.1)oct-3-ene-6,7-dione",IPOCDN.mol,"[13, 14]",1,0.7482802711463951
TERLUX,1,Phosphonoacetic acid,TERLUX.mol,"[4, 5]",1,0.7482809686038642
BINGAI,1,"cesium 5-amino-1,4-dioxo-3,4-dihydro-1H-phthalazin-2-ide trihydrate",BINGAI.mol,"[0, 2]",1,0.7482858917898954
YEMVIX,1,"(4S,5R)-3,4-dihydroxy-2-(3-methylbutanoyl)-5-(3-methylbut-2-en-1-yl)-4-(4-methylpent-3-enoyl)cyclopent-2-en-1-one (-)-cinchonidine",YEMVIX.mol,"[52, 54]",1,0.7482876731746595
SAGWOO,1,5-Fluoro-1H-indole-3-carboxylic acid,SAGWOO.mol,"[6, 0]",1,0.7483415843537197
TARBIX,1,Di-sodium β-D-fructopyranose 1-phosphate pentahydrate,TARBIX.mol,"[2, 3]",1,0.7483704979844878
XUQJEZ,1,"2-(6-Amino-8-phenyl-9H-purin-9-yl)-5-(hydroxymethyl)tetrahydrofuran-3,4-diol methanol solvate",XUQJEZ.mol,"[36, 38]",1,0.7483751676606823
GUHXOZ,1,"2-[(4-fluorophenyl)(hydroxy)methyl]-4-[(5-methyl-1H-pyrazol-3-yl)amino]quinazolin-1-ium (7,7-dimethyl-2-oxobicyclo[2.2.1]heptan-1-yl)methanesulfonate monohydrate",GUHXOZ.mol,"[1, 9]",1,0.748386493145785
TIXNAS,1,"bis(9-amino-6,7-dihydro-5H-bis[1,2,4]triazolo[4,3-e:3',4'-g][1,2,4,5]tetrazepin-3(2H)-iminium) chloride pentazolide hydrate",TIXNAS.mol,"[3, 5]",1,0.7483883186039257
WIZWAE,1,"3,4-Dihydroxybenzaldehyde thiosemicarbazone",WIZWAE.mol,"[3, 1]",1,0.7483890286762345
PAVMOQ,1,"(E)-N'-Hydroxy-1,3-diphenyl-4,5-dihydro-1H-pyrazole-5-carboximidamide",PAVMOQ.mol,"[0, 3]",1,0.7484040635461268
KODRAX,1,"syn-1,4-Dibenzyl-4-carboxy-2-methyl-5-phenyl-4,5-dihydroimidazolium chloride",KODRAX.mol,"[7, 0]",1,0.7484118777314118
AMIMCA,1,5-Amino-1H-imidazole-4-carboxamide 2-propanol solvate,AMIMCA.mol,"[2, 7]",1,0.7484186552963383
MUCHUO,1,3-Acetyl-4-hydroxyphenyl acrylate,MUCHUO.mol,"[21, 22]",1,0.7484191523888376
QELFEV,1,"2,2'-(propane-1,2-diylbis(iminioeth-1-yl-1-ylidene))bis(naphthalen-1-olate)",QELFEV.mol,"[0, 2]",1,0.7484223073486339
UWOROP,1,"5-(2-hydroxybenzoyl)-3-methyl-1,4-diphenyl-1,4,5,7-tetrahydro-6H-pyrazolo[3,4-b]pyridin-6-one",UWOROP.mol,"[50, 51]",1,0.7484241225828346
UCEXUV,1,"(S,S)-3,6-Dicarboxymethyl-2,5-diketopiperazine hexa-2,4-diyne-1,6-dioldinicotinate clathrate",UCEXUV.mol,"[3, 5]",1,0.7484257192290554
LOLJEE,1,"methyl 4-[3,5-bis(2-hydroxyphenyl)-1H-1,2,4-triazol-1-yl]benzoate",LOLJEE.mol,"[7, 2]",1,0.7484469426287192
LIYQOC,1,"6,6-dimethyl-6,7-dihydroquinoxalino[2,3-a]phenazine",LIYQOC.mol,"[1, 3]",1,0.7484508755837631
OCAXUM,1,"3-(1-Hydroxy-1-phenylpropan-2-ylcarbonyl)-11,11-dimethyl-5-oxa-3-azatricyclo[6.2.1.01,6]undecan-4-one",OCAXUM.mol,"[31, 40]",1,0.7484620015791608
FULNEF,1,"(3S*,7S*)-3-Azido-7-phenylperhydroazepin-2-one",FULNEF.mol,"[7, 9]",1,0.748483431877689
TOPTIB,1,"(3R,4R,5S)-5-((Benzyloxy)methyl)-4,5-dihydro-3,4-dihydroxy(3,3'-bifuran)-2(3H)-one",TOPTIB.mol,"[2, 1]",1,0.7485068532973199
WERCAY,1,"(3,8-Dimethoxy-2-naphthyl)(2-hydroxy-4-methoxyphenyl)(phenyl)methanol",WERCAY.mol,"[0, 4]",1,0.7485167467327388
SIJXER,1,"7-(4-fluorophenyl)-N2-[3-methoxy-4-(3-methyl-1H-1,2,4-triazol-1-yl)phenyl]-N4-methyl-6,7-dihydro-5H-1λ5-cyclopenta[d]pyrimidinium-2,4-diamine chloride",SIJXER.mol,"[0, 3]",1,0.7485215321963994
LETPIK,1,"(1S,5S)-3-Aza-4-(ethoxycarbonyl)-7-phenylethynyl-2-oxabicyclo(3.3.0)oct-3,7-diene-3-oxide",LETPIK.mol,"[1, 3]",1,0.7485542158624048
PAGNIX,1,"Ethyl 3-oxo-3,4-dihydroquinoxaline-2-carboxylate",PAGNIX.mol,"[23, 24]",1,0.7485744556524714
BETYIK,1,"2-(3,3-Dimethyl-1,2,4-trioxan-6-yl)acrylic acid",BETYIK.mol,"[4, 3]",1,0.7485757014274605
HUQJOU,1,methyl 3-hydroxy-4-(5-methylhexanoyl)benzoate,HUQJOU.mol,"[38, 37]",1,0.748582731056574
ZZZZCB03,1,p-n-Octoxybenzoic acid,ZZZZCB03.mol,"[1, 0]",1,0.7486277678399184
XEKYES,1,"5,5',6,6'-tetrahydroxy-2,2'-dimethyl-8,8'-biquinoline bis(hydrochloride) dihydrate",XEKYES.mol,"[20, 18]",1,0.748635016303682
MIRJIH,1,"1-Ethyl 4-methyl-2-oxo-1,2-dihydroquinoline-3-carboxylic acid",MIRJIH.mol,"[1, 3]",1,0.7486486209152351
XEFLOL,1,"Methyl 3-benzyl-4,5-dioxo-1,2,3,4,4a,5,6a,7-octahydro-6H-pyrido[4',3':3,4]pyrrolo[2,3-b]indole-6-carboxylate",XEFLOL.mol,"[3, 4]",1,0.7486901784672276
IDAQEK,1,Pyrazine bis(tridecanoic acid),IDAQEK.mol,"[0, 2]",1,0.7487086210499221
WUSVOX,1,"1-benzyl-5-fluoro-1H-indole-2,3-dione",WUSVOX.mol,"[3, 2]",1,0.7487234776484079
AKAXES,1,diaminomethaniminium azido-N-nitrooxomethanaminide,AKAXES.mol,"[3, 4]",1,0.7487277149925972
AMEQAK,1,Lisuride monohydrate,AMEQAK.mol,"[2, 1]",1,0.7487557457690592
XIPMIT,1,"(+-)-trans-1,4-difluoro-9,10-dihydroxy-9,10-dihydrobenzo(c)phenanthrene",XIPMIT.mol,"[11, 13]",1,0.7487811050749444
EPICZA,1,Epicorazine A monohydrate,EPICZA.mol,"[17, 35]",1,0.7487878827180057
JARCOX,1,"ethyl 5-(difluoromethyl)-4,5-dihydro-1H-pyrazole-3-carboxylate",JARCOX.mol,"[4, 2]",1,0.7488097905309326
QUFCOK,1,"1-Isobutyl-1H,4H-imidazo[4,5-c]quinolinium-4-amine chloride",QUFCOK.mol,"[2, 1]",1,0.7488408835651622
IVILII,1,"Benzoic acid 9-oxo-9H-2-oxa-1,3,4,10-tetra-azacyclopenta(b)fluoreny-8-yl ester",IVILII.mol,"[0, 4]",1,0.7488529431235601
BONKAS,1,"N-(3-(Imidazo[1,2-a]pyridin-2-yl)phenyl)-8-methoxy-2-oxo-2H-chromene-3-carboxamide",BONKAS.mol,"[4, 2]",1,0.7488537788220293
PUJHAE,1,N'-(2-Methoxybenzylidene)nicotinohydrazide,PUJHAE.mol,"[0, 4]",1,0.748854209096964
ANUBUI,1,"2-(hydroxymethyl)-6-((8-methoxy-8H-[1,2]thiazolo[5,4-b]indol-6-yl)oxy)tetrahydro-2H-pyran-3,4,5-triol",ANUBUI.mol,"[5, 7]",1,0.7488672520626257
VEPKIL01,1,"1-(2,3,5,6,8,9,11,12,14,15-decahydro-1,4,7,10,13,16-benzohexaoxacyclooctadecin-18-yl)-3-hexylurea acetonitrile solvate",VEPKIL01.mol,"[6, 9]",1,0.7488896871207564
IBEHOM,1,(+-)-Methyl 7β-(t-butyl(dimethyl)silyloxy)-3α-(p-tolyl)tropane-2β-carboxylate,IBEHOM.mol,"[0, 2]",1,0.7488988432558459
UNIGUT,1,Herbarumin II dichloromethane solvate,UNIGUT.mol,"[5, 2]",1,0.7489085832933625
UKIJIJ,1,"2,2-dinitro-2-(5-nitro-2H-tetrazol-2-yl)ethanol",UKIJIJ.mol,"[0, 8]",1,0.7489101181306942
CEKBUP,1,"Pyrene 1,4,5,8-naphthalenetetrone",CEKBUP.mol,"[5, 13]",1,0.7489261555980607
GUHFUL,1,"(1R*,2S*,3S*,4R*,8S*,9R*,11R*)-10-Oxatricyclo[6.2.1.04,9]undecane-2,3,9,11-tetraol monohydrate",GUHFUL.mol,"[20, 19]",1,0.7489288544453244
HUHTOT,1,"erythro-2-Piperidinyl-1,2-diphenyl ethanol",HUHTOT.mol,"[2, 0]",1,0.7489355899578546
SLBZAC01,1,o-Sulfobenzoic acid oxonium dihydrate,SLBZAC01.mol,"[4, 5]",1,0.7489557553985651
VEHXAH,1,"1,3,5-Trideoxy-1,3,5-tris(dimethylamino)-cis-inisitol",VEHXAH.mol,"[0, 3]",1,0.7489775064663168
AGESOX,1,"bis(1,3-thiazol-2-yl)methanone",AGESOX.mol,"[14, 9]",1,0.7489831520228594
ADOXAV,1,"1-methyl-3-(phenyldiazenyl)-1H-1,2,4-triazole",ADOXAV.mol,"[11, 3]",1,0.7489852005274125
JEHFIL,1,"5,8-Epoxy-5,8-dihydroretinoic acid",JEHFIL.mol,"[1, 2]",1,0.7489859316853966
GODDEK,1,"Hexacyclo[7.7.7.01,9.02,7.011,16.017,22]tricosa-2,4,6,11,13,15,17,19,21-nonaene-4,5,13,14,19,20-hexol tetrahydrofuran solvate",GODDEK.mol,"[35, 37]",1,0.7489950130403003
PANKUL,1,"3-(2-Methoxyphenoxy)propane-1,2-diol",PANKUL.mol,"[24, 26]",1,0.7489954813486398
XAXGAH,1,4-methyl-2-(((thiophen-2-yl)methylidene)amino)phenol,XAXGAH.mol,"[24, 22]",1,0.7489956667015374
EFUSIK,1,"N-(4-methyl-1,3-benzothiazol-2-yl)-N'-(4-nitrophenyl)urea dimethyl sulfoxide solvate",EFUSIK.mol,"[26, 27]",1,0.7489989943611216
SAWNEL,1,"Benzyl 5-nitro-1,2-oxazole-3-carboxylate",SAWNEL.mol,"[1, 10]",1,0.7490261951257746
QEPDOH,1,ethyl 4-(3-methoxyphenyl)-2-oxo-6-phenyl-3-oxabicyclo[3.1.0]hexane-1-carboxylate,QEPDOH.mol,"[2, 3]",1,0.7490335134608549
XOSRUV,1,"4-phenyl-6H-[1]benzopyrano[3,4-b]thieno[3,2-d]pyridin-6-one chloroform solvate",XOSRUV.mol,"[3, 2]",1,0.7490400587227732
WECLUN,1,Methyl 2-benzoyl-1-hydroxy-5-oxo-3-phenylcyclopentanecarboxylate,WECLUN.mol,"[8, 6]",1,0.7490615004266181
ZICHEB,1,"3-[(1,3-thiazol-2-yl)diazenyl]pyridine-2,6-diamine monohydrate",ZICHEB.mol,"[2, 5]",1,0.7490787697778378
GUNFAY,1,"Ethyl 1-(9H-fluoren-2-yl)-4-methyl-4-(trifluoromethyl)-4,5-dihydro-1H-1,2,3-triazole-5-carboxylate",GUNFAY.mol,"[6, 4]",1,0.7490846182645076
EDEGAX,1,"6-Carbamoyl-4-cyclopropyl-3a,4,5,9a-tetrahydroimidazo[1,5-a][1,3]thiazolo[5,4-e]pyrimidin-2(1H)-iminium chloride hydrate",EDEGAX.mol,"[5, 7]",1,0.7490884404643704
ECEQOV,1,2-amino-4-methylpyridinium [(2-carboxyphenyl)amino]acetate,ECEQOV.mol,"[4, 2]",1,0.7490908991100896
AWIHOE10,1,glutaric acid glycine,AWIHOE10.mol,"[4, 0]",1,0.7491110457086745
NAYTAJ,1,"3-(2-Aminothiazol-4-yl)-1-ethyl-1,2-dihydroquinoxalin-2-one",NAYTAJ.mol,"[5, 3]",1,0.7491112656911298
AMADPH10,1,2-Amino-8-methyladenosine-5'-monophosphate dihydrate,AMADPH10.mol,"[19, 21]",1,0.7491163739166959
FEFHAC,1,"4-(3-methyl-4,5,6,7-tetrahydro-2H-indazol-2-yl)benzoic acid monohydrate",FEFHAC.mol,"[2, 12]",1,0.7491949287467266
NEWGAZ,1,"Methyl 12a-hydroxy-1,4a,10,10,11b-pentamethyl-6-methylene-4,8-dioxo-1,2a,4a,5,5a,6,8,10,11a,11b,12a,12c-dodecahydro-2,3,9,12-tetraoxabenzo[5,6]cyclohepta[1,2,3-bc]cyclopenta[fg]acenaphthylene-12b(4H)-carboxylate methanol solvate",NEWGAZ.mol,"[4, 9]",1,0.749215196723158
FEGVET,1,"1,4-bis(4-methoxyphenyl)-2,3-(acenaphtheno)-1,4-diaza-1,3-butadiene",FEGVET.mol,"[1, 27]",1,0.749226333190976
UCUPUE,1,Methyl 6-amino-1-benzyl-1H-benzimidazole-5-carboxylate,UCUPUE.mol,"[0, 4]",1,0.7492282451848575
SERNEK,1,Methyl (cinnamoylhydrazono)(phenyl)acetate,SERNEK.mol,"[34, 36]",1,0.7492645199760001
ZAKTAJ,1,"bis(N1,N'2-diphenyl-N'1,N'2-bis(2,4,6-trimethylphenyl)ethanediimidamide) N'1,N'2-diphenyl-N'1,N'2-bis(2,4,6-trimethylphenyl)ethanediimidamide acetonitrile solvate",ZAKTAJ.mol,"[3, 4]",1,0.7492727169082188
JIFVEZ,1,3-t-Butyl-2-hydroxy-5-methylacetophenone,JIFVEZ.mol,"[1, 0]",1,0.7492821834040967
EFABUK,1,"N'-[(E)-2,3-Dihydroxybenzylidene]-2-methoxybenzohydrazide",EFABUK.mol,"[8, 0]",1,0.7493126906945451
KIFTOL,1,"9-hydroxy-8-methoxy-4-methyl-5H-indeno[1,2-b]pyridin-5-one",KIFTOL.mol,"[4, 2]",1,0.7493131701522483
QARSIO,1,"(5R)-2-isopropyl-5-methylcyclohexyl 5-cyano-4,5-dihydro-1H-pyrazole-3-carboxylate",QARSIO.mol,"[37, 42]",1,0.7493172332201223
